crime_code,victim_age,victim_sex,serious_crime,weapon_0,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6,weapon_7,weapon_8,weapon_9,premise_0,premise_1,premise_2,premise_3,premise_4,premise_5,premise_6,premise_7,premise_8,premise_9,area_0,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,norm_distance,norm_angle,victim_descent_A,victim_descent_B,victim_descent_H,victim_descent_O,victim_descent_W
0,0.25773195876288657,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07892224121924782,0.1478024935956208,0,0,0,1,0
0,0.36082474226804123,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07223224204853791,0.25706193104758385,0,1,0,0,0
0,0.26804123711340205,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.485982844251091,0.31254544618623975,0,1,0,0,0
0,0.1958762886597938,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08688341853489556,0.8187209276369308,0,0,1,0,0
0,0.17525773195876287,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2069847892454264,0.8215948359450514,0,0,1,0,0
0,0.29896907216494845,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04274109709829074,0.6449880902948558,0,0,1,0,0
0,0.25773195876288657,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6191107913518921,0.04774628341030545,0,1,0,0,0
0,0.1958762886597938,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07128465917274217,0.07396732462230587,0,0,0,0,1
0,0.7835051546391752,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40271177041521644,0.10070841437036274,0,1,0,0,0
0,0.15463917525773196,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4111902393020723,0.6727957628648473,0,0,1,0,0
0,0.6082474226804123,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5476524283505766,0.100844822096998,0,1,0,0,0
0,0.36082474226804123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.13823495772965352,0.24993735006350862,0,0,1,0,0
0,0.36082474226804123,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.592473711238279,0.0558960398001238,0,1,0,0,0
0,0.4329896907216495,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4769972768005775,0.06939866525772256,0,0,1,0,0
0,0.2268041237113402,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.157082872286818,0.2576140087096704,0,0,1,0,0
0,0.28865979381443296,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5314117390853262,0.06230154382968102,0,1,0,0,0
0,0.12371134020618557,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05383259539336154,0.2236123520693737,0,0,1,0,0
0,0.422680412371134,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5355277000632872,0.1959368179001469,0,0,0,0,1
0,0.5360824742268041,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25231252526290543,0.2505008308981082,0,0,1,0,0
0,0.4742268041237113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4437318529755603,0.08706975038528134,0,1,0,0,0
0,0.4742268041237113,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5120687236669207,0.341620881616168,0,0,0,1,0
0,0.21649484536082475,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.053365706183771414,0.11088830100219317,0,0,0,0,1
0,0.13402061855670103,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6256752628774983,0.06182629553645706,0,0,1,0,0
0,0.3402061855670103,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1572487835501704,0.2495194534691532,0,0,1,0,0
0,0.14432989690721648,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.46113986526693335,0.055945509340527735,0,0,1,0,0
0,0.3711340206185567,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6464229831191363,0.05688948617941694,1,0,0,0,0
0,0.44329896907216493,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5675313446893949,0.9868294203417681,0,0,1,0,0
0,0.28865979381443296,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11459468115685892,0.056748811964241155,0,0,0,1,0
0,0.14432989690721648,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5348675617332826,0.06189984708263606,0,0,1,0,0
0,0.26804123711340205,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02247236023110724,0.059433670689649616,0,0,1,0,0
0,0.4020618556701031,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.922505534379721,0.038556315595965916,0,0,1,0,0
0,0.31958762886597936,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.30268594468808174,0.13577238987504525,0,1,0,0,0
0,0.16494845360824742,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5695586397513394,0.05813844671668875,0,0,1,0,0
0,0.5360824742268041,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5652626043495849,0.003970289727728193,0,0,1,0,0
0,0.31958762886597936,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44502223551823766,0.13521173823558477,0,1,0,0,0
0,0.20618556701030927,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4313400185931422,0.102617645743099,0,0,1,0,0
0,0.6494845360824743,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44502223551823766,0.13521173823558477,0,0,1,0,0
0,0.4639175257731959,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6464229831191363,0.05688948617941694,0,0,1,0,0
0,0.5463917525773195,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2858522732446067,0.06861538672702445,0,0,1,0,0
0,0.23711340206185566,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.47429267695593547,0.32061430945771313,0,0,1,0,0
0,0.3402061855670103,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5128106998202514,0.30892934962729535,0,0,0,0,1
0,0.44329896907216493,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.590036753437626,0.03468182514318267,0,0,1,0,0
0,0.8041237113402062,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17005160254695093,0.21291908427403164,0,0,0,1,0
0,0.4845360824742268,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.41581726035137034,0.20829963074112773,0,0,1,0,0
0,0.41237113402061853,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3246068645975565,0.3237420231825065,0,0,1,0,0
0,0.24742268041237114,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07505103031254454,0.050434590608142475,0,0,1,0,0
0,0.2268041237113402,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12881714590448473,0.7360941954914032,0,0,1,0,0
0,0.26804123711340205,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16328411539913992,0.22679535101490614,0,0,1,0,0
0,0.4948453608247423,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0735449194730444,0.12508290038823164,0,0,1,0,0
0,0.24742268041237114,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28427218845705543,0.11443275008985732,0,1,0,0,0
0,0.4639175257731959,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4321019396117652,0.0787415828201933,0,0,1,0,0
0,0.14432989690721648,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4441567350657148,0.09135835522853569,0,0,1,0,0
0,0.26804123711340205,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.540493569049087,0.14000035940165895,0,0,1,0,0
0,0.4020618556701031,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36585103349174886,0.12661564221889499,0,0,1,0,0
0,0.30927835051546393,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44638435371625695,0.12453583229724305,0,1,0,0,0
0,0.20618556701030927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4365329081624457,0.11972539764088926,0,0,1,0,0
0,0.5360824742268041,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.15069170090296483,0.17078930988283786,0,0,0,0,1
0,0.23711340206185566,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.46054305207023594,0.31322316321268134,0,1,0,0,0
0,0.4845360824742268,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18658373216254467,0.29684175661448753,0,0,1,0,0
0,0.4845360824742268,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.294590785517285,0.11294873107638598,0,0,1,0,0
0,0.4742268041237113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41887105237700145,0.09675239809737791,0,0,0,1,0
0,0.24742268041237114,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.35822541640086886,0.3300793402473168,0,0,1,0,0
0,0.18556701030927836,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5644438168449989,0.9842768400395326,0,1,0,0,0
0,0.6288659793814433,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3758827889924016,0.09464630460474142,0,1,0,0,0
0,0.5257731958762887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31032328075278376,0.2186958946375194,0,0,1,0,0
0,0.15463917525773196,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2588428683171476,0.20725972525004477,0,0,1,0,0
0,0.3711340206185567,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4960269359003985,0.0667384122888773,0,0,1,0,0
0,0.5463917525773195,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06292644599778488,0.9929177047103712,0,1,0,0,0
0,0.1958762886597938,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6413655899685274,0.02060057487164698,0,1,0,0,0
0,0.31958762886597936,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2993821546387368,0.0863629756203349,0,0,1,0,0
0,0.35051546391752575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12335265198601764,0.23263143349596693,0,0,0,0,1
0,0.18556701030927836,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07805084550214358,0.13668400384082027,0,0,0,1,0
0,0.4639175257731959,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2788164436046664,0.9983151239382645,0,0,1,0,0
0,0.27835051546391754,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25085319440115966,0.03098038714811976,0,0,1,0,0
0,0.28865979381443296,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5174621587956812,0.021992044674268893,0,0,1,0,0
0,0.38144329896907214,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3405862702211298,0.11998984229932325,0,0,1,0,0
0,0.422680412371134,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.30656663137220197,0.22245203923005746,0,0,1,0,0
0,0.38144329896907214,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2598613718582447,0.16148301480364868,0,0,1,0,0
0,0.6597938144329897,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5665844503445576,0.13147746234357854,0,1,0,0,0
0,0.31958762886597936,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14827764183692116,0.25489587686638093,0,0,1,0,0
0,0.20618556701030927,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5019214201073336,0.022667271992848105,0,0,1,0,0
0,0.5360824742268041,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39101360307574223,0.07763015161847782,0,1,0,0,0
0,0.422680412371134,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5573698108303953,0.9973775267928024,0,1,0,0,0
0,0.6597938144329897,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040124857606425465,0.12995170551703591,0,1,0,0,0
0,0.2268041237113402,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4035659266024138,0.08204814659704557,0,0,1,0,0
0,0.6804123711340206,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30406023092348167,0.09694092488933145,0,0,1,0,0
0,0.6391752577319587,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4735144490202041,0.33251346431242335,0,0,0,0,1
0,0.3917525773195876,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5245079565351015,0.06311994524406442,0,1,0,0,0
0,0.1958762886597938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11493154105223162,0.2470448107697632,0,1,0,0,0
0,0.16494845360824742,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3694506151276603,0.08967521317609317,0,0,1,0,0
0,0.29896907216494845,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3544616830785746,0.30141638090459755,0,0,0,0,1
0,0.6391752577319587,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07607738429565471,0.23532473306456825,0,0,1,0,0
0,0.16494845360824742,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.411976940252853,0.13575976009553475,0,1,0,0,0
0,0.6288659793814433,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2669431335214119,0.2695933546679349,0,0,1,0,0
0,0.28865979381443296,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2432358767566441,0.32359600491700347,0,0,1,0,0
